departamento,provincia,distrito,2015,2016,2017,2018,2019,2020,2021,2022,total
LIMA,BARRANCA,BARRANCA,4,5,8,8,7,7,6,10,55
LIMA,BARRANCA,PARAMONGA,1,4,1,3,NA,1,2,1,13
LIMA,BARRANCA,PATIVILCA,NA,1,1,2,NA,NA,1,NA,5
LIMA,BARRANCA,SUPE,NA,3,1,2,3,NA,2,5,16
LIMA,BARRANCA,SUPE PUERTO,1,2,1,1,NA,NA,2,2,9
LIMA,HUAROCHIRI,CASTA,NA,NA,NA,NA,NA,1,NA,NA,1
LIMA,HUAROCHIRI,CHICLA,NA,NA,NA,NA,NA,NA,1,NA,1
LIMA,HUAROCHIRI,HUAROCHIRI,NA,NA,1,1,1,NA,1,NA,4
LIMA,HUAROCHIRI,RICARDO PALMA,NA,NA,NA,1,1,NA,NA,1,3
LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,NA,1,NA,NA,NA,NA,NA,NA,1
LIMA,HUAROCHIRI,SAN ANTONIO,1,2,2,2,2,2,5,4,20
LIMA,HUAROCHIRI,SAN BARTOLOME,NA,NA,NA,NA,NA,NA,NA,1,1
LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,NA,1,NA,NA,NA,NA,NA,NA,1
LIMA,HUAROCHIRI,SAN MATEO,1,1,NA,NA,NA,NA,NA,1,3
LIMA,HUAROCHIRI,SANGALLAYA,NA,NA,1,NA,NA,NA,NA,NA,1
LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,NA,1,NA,1,NA,NA,NA,NA,2
LIMA,HUAROCHIRI,SANTA EULALIA,NA,2,1,2,2,NA,NA,NA,7
LIMA,HUAURA,CALETA DE CARQUIN,NA,NA,1,NA,1,1,NA,NA,3
LIMA,HUAURA,HUACHO,2,2,2,5,8,2,1,4,26
LIMA,HUAURA,HUALMAY,1,2,NA,3,1,1,2,2,12
LIMA,HUAURA,HUAURA,2,2,2,4,3,4,NA,NA,17
LIMA,HUAURA,PACCHO,NA,NA,1,NA,NA,NA,NA,NA,1
LIMA,HUAURA,SANTA LEONOR,NA,NA,NA,NA,NA,NA,NA,1,1
LIMA,HUAURA,SANTA MARIA,1,NA,4,1,6,6,1,6,25
LIMA,HUAURA,SAYAN,1,1,NA,NA,1,2,NA,1,6
LIMA,HUAURA,VEGUETA,NA,NA,NA,2,NA,2,NA,1,5
LIMA,HUARAL,ATAVILLOS BAJO,NA,NA,NA,NA,1,NA,NA,NA,1
LIMA,HUARAL,AUCALLAMA,NA,NA,NA,NA,1,NA,NA,NA,1
LIMA,HUARAL,CHANCAY,NA,2,1,2,3,1,7,7,23
LIMA,HUARAL,HUARAL,2,2,2,2,4,1,9,9,31
LIMA,HUARAL,IHUARI,NA,NA,NA,NA,NA,1,NA,NA,1
LIMA,CAÑETE,ASIA,1,1,1,1,1,NA,3,1,9
LIMA,CAÑETE,CERRO AZUL,NA,1,NA,NA,2,NA,NA,NA,3
LIMA,CAÑETE,CHILCA,2,5,1,4,4,5,3,14,38
LIMA,CAÑETE,IMPERIAL,2,3,8,10,9,4,8,15,59
LIMA,CAÑETE,LUNAHUANA,NA,NA,NA,1,NA,NA,NA,1,2
LIMA,CAÑETE,MALA,2,3,5,5,9,9,5,10,48
LIMA,CAÑETE,NUEVO IMPERIAL,NA,2,1,2,NA,1,2,1,9
LIMA,CAÑETE,PACARAN,NA,NA,1,NA,NA,NA,NA,NA,1
LIMA,CAÑETE,QUILMANA,1,NA,2,2,NA,NA,NA,2,7
LIMA,CAÑETE,SAN ANTONIO,NA,NA,NA,1,1,NA,1,1,4
LIMA,CAÑETE,SAN LUIS,2,NA,2,2,5,1,3,NA,15
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,2,3,7,6,17,2,5,8,50
LIMA,CAÑETE,SANTA CRUZ DE FLORES,NA,NA,NA,NA,NA,NA,1,NA,1
LIMA,CANTA,SANTA ROSA DE QUIVES,1,NA,1,NA,NA,NA,NA,1,3
LIMA,YAUYOS,AYAUCA,NA,1,NA,NA,NA,NA,NA,NA,1
LIMA,YAUYOS,OMAS,1,NA,NA,NA,NA,NA,NA,NA,1
LIMA,CAJATAMBO,CAJATAMBO,NA,NA,NA,NA,NA,NA,1,NA,1
LIMA,CAJATAMBO,GORGOR,NA,NA,1,NA,NA,NA,NA,NA,1
LORETO,MAYNAS,ALTO NANAY,NA,NA,1,NA,NA,NA,NA,1,2
LORETO,MAYNAS,BELEN,NA,NA,1,4,8,5,4,4,26
LORETO,MAYNAS,FERNANDO LORES,NA,NA,NA,NA,2,NA,1,1,4
LORETO,MAYNAS,INDIANA,NA,NA,2,NA,NA,NA,1,1,4
LORETO,MAYNAS,IQUITOS,NA,NA,2,8,6,NA,2,7,25
LORETO,MAYNAS,MAZAN,NA,NA,1,NA,1,NA,NA,2,4
LORETO,MAYNAS,NAPO,NA,NA,NA,NA,1,NA,2,1,4
LORETO,MAYNAS,PUNCHANA,NA,NA,11,10,13,6,6,14,60
LORETO,MAYNAS,SAN JUAN BAUTISTA,NA,NA,5,6,21,5,6,9,52
LORETO,ALTO AMAZONAS,BALSAPUERTO,2,4,NA,NA,NA,NA,2,2,10
LORETO,ALTO AMAZONAS,JEBEROS,NA,NA,NA,NA,1,NA,NA,NA,1
LORETO,ALTO AMAZONAS,LAGUNAS,2,2,NA,NA,4,4,1,3,16
LORETO,ALTO AMAZONAS,SANTA CRUZ,NA,NA,NA,NA,NA,1,2,NA,3
LORETO,ALTO AMAZONAS,YURIMAGUAS,1,9,12,12,13,11,10,29,97
LORETO,DATEM DEL MARAÑON,ANDOAS,NA,NA,NA,1,NA,1,NA,NA,2
LORETO,DATEM DEL MARAÑON,BARRANCA,NA,NA,2,NA,1,4,1,2,10
LORETO,DATEM DEL MARAÑON,MANSERICHE,NA,NA,NA,NA,3,1,NA,2,6
LORETO,DATEM DEL MARAÑON,MORONA,NA,NA,NA,NA,1,NA,NA,NA,1
LORETO,DATEM DEL MARAÑON,PASTAZA,NA,NA,NA,NA,NA,NA,NA,1,1
LORETO,UCAYALI,CONTAMANA,NA,NA,NA,1,NA,NA,3,3,7
LORETO,UCAYALI,INAHUAYA,NA,NA,NA,NA,NA,NA,1,NA,1
LORETO,UCAYALI,SARAYACU,NA,NA,NA,1,NA,NA,NA,NA,1
LORETO,LORETO,NAUTA,NA,NA,1,1,4,NA,NA,6,12
LORETO,LORETO,TIGRE,NA,NA,NA,1,1,NA,NA,NA,2
LORETO,LORETO,TROMPETEROS,NA,NA,NA,NA,1,NA,NA,NA,1
LORETO,LORETO,URARINAS,NA,NA,NA,NA,1,NA,NA,NA,1
LORETO,PUTUMAYO,PUTUMAYO,NA,NA,NA,NA,1,NA,1,1,3
LORETO,REQUENA,ALTO TAPICHE,NA,NA,NA,1,NA,NA,NA,NA,1
LORETO,REQUENA,REQUENA,NA,NA,NA,1,2,NA,3,4,10
LORETO,MARISCAL RAMON CASTILLA,PEBAS,NA,NA,NA,1,1,NA,NA,NA,2
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,NA,NA,NA,NA,2,NA,NA,2,4
MADRE DE DIOS,TAMBOPATA,INAMBARI,NA,1,1,6,5,NA,5,7,25
MADRE DE DIOS,TAMBOPATA,LABERINTO,NA,5,NA,1,1,NA,6,4,17
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,NA,NA,4,3,2,1,4,8,22
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,NA,17,19,35,36,28,50,41,226
MADRE DE DIOS,MANU,FITZCARRALD,NA,NA,NA,NA,NA,NA,NA,1,1
MADRE DE DIOS,MANU,HUEPETUHE,NA,NA,1,NA,3,NA,1,NA,5
MADRE DE DIOS,MANU,MADRE DE DIOS,NA,1,1,2,1,NA,4,6,15
MADRE DE DIOS,MANU,MANU,NA,NA,NA,NA,NA,NA,NA,3,3
MADRE DE DIOS,TAHUAMANU,IBERIA,NA,NA,NA,1,NA,2,2,1,6
MADRE DE DIOS,TAHUAMANU,IÑAPARI,NA,1,NA,NA,NA,NA,NA,NA,1
MADRE DE DIOS,TAHUAMANU,TAHUAMANU,NA,NA,NA,NA,1,NA,NA,NA,1
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,2,3,1,NA,1,NA,NA,5,12
MOQUEGUA,MARISCAL NIETO,SAMEGUA,NA,NA,NA,1,NA,NA,NA,1,2
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,NA,NA,NA,NA,1,NA,NA,NA,1
MOQUEGUA,ILO,EL ALGARROBAL,NA,1,NA,NA,NA,NA,NA,NA,1
MOQUEGUA,ILO,ILO,2,8,1,1,9,1,8,12,42
MOQUEGUA,ILO,PACOCHA,NA,NA,NA,NA,NA,NA,1,NA,1
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,NA,1,NA,NA,NA,NA,NA,NA,1
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,NA,NA,NA,1,NA,NA,NA,NA,1
PASCO,OXAPAMPA,CHONTABAMBA,NA,NA,NA,NA,1,1,NA,NA,2
PASCO,OXAPAMPA,CONSTITUCION,NA,NA,2,13,14,1,5,6,41
PASCO,OXAPAMPA,OXAPAMPA,NA,NA,NA,1,5,2,3,NA,11
PASCO,OXAPAMPA,PALCAZU,NA,1,2,NA,3,NA,1,NA,7
PASCO,OXAPAMPA,POZUZO,NA,1,NA,NA,1,NA,NA,NA,2
PASCO,OXAPAMPA,PUERTO BERMUDEZ,NA,4,18,43,23,14,16,22,140
PASCO,OXAPAMPA,VILLA RICA,NA,1,1,1,NA,NA,1,1,5
PASCO,PASCO,CHAUPIMARCA,NA,NA,3,3,1,1,1,1,10
PASCO,PASCO,HUARIACA,NA,NA,2,NA,NA,NA,NA,NA,2
PASCO,PASCO,HUAYLLAY,NA,NA,NA,NA,1,NA,NA,1,2
PASCO,PASCO,PALLANCHACRA,NA,NA,NA,NA,NA,NA,1,1,2
PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,NA,NA,NA,NA,NA,1,NA,NA,1
PASCO,PASCO,SIMON BOLIVAR,NA,NA,NA,NA,NA,NA,NA,1,1
PASCO,PASCO,YANACANCHA,NA,NA,3,3,2,1,NA,1,10
PASCO,DANIEL ALCIDES CARRION,CHACAYAN,NA,NA,NA,NA,NA,NA,NA,1,1
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,NA,1,NA,1,NA,NA,NA,NA,2
PIURA,PIURA,CASTILLA,NA,2,NA,1,NA,NA,NA,NA,3
PIURA,PIURA,CATACAOS,NA,NA,NA,NA,1,NA,NA,1,2
PIURA,PIURA,CURA MORI,NA,NA,NA,1,NA,NA,NA,NA,1
PIURA,PIURA,LA UNION,NA,NA,NA,1,NA,NA,NA,NA,1
PIURA,PIURA,LAS LOMAS,NA,NA,NA,NA,1,NA,NA,NA,1
PIURA,PIURA,PIURA,NA,NA,NA,NA,8,NA,5,4,17
PIURA,PIURA,TAMBO GRANDE,NA,NA,NA,NA,3,NA,NA,NA,3
PIURA,PIURA,VEINTISEIS DE OCTUBRE,NA,NA,NA,2,1,1,NA,5,9
PIURA,SULLANA,BELLAVISTA,NA,NA,1,3,3,NA,NA,1,8
PIURA,SULLANA,IGNACIO ESCUDERO,NA,NA,NA,NA,NA,1,NA,1,2
PIURA,SULLANA,MARCAVELICA,NA,NA,1,NA,NA,NA,NA,NA,1
PIURA,SULLANA,MIGUEL CHECA,NA,NA,NA,NA,NA,NA,NA,1,1
PIURA,SULLANA,QUERECOTILLO,NA,NA,NA,NA,1,NA,NA,NA,1
PIURA,SULLANA,SULLANA,NA,3,3,12,3,NA,4,5,30
PIURA,TALARA,LOS ORGANOS,NA,NA,NA,NA,1,NA,NA,NA,1
PIURA,TALARA,MANCORA,NA,NA,NA,1,1,NA,1,1,4
PIURA,TALARA,PARIÑAS,NA,1,NA,NA,3,2,4,6,16
PIURA,MORROPON,CHALACO,NA,NA,1,NA,NA,NA,NA,NA,1
PIURA,MORROPON,CHULUCANAS,NA,NA,2,2,1,NA,1,1,7
PIURA,MORROPON,MORROPON,NA,NA,1,NA,2,NA,NA,NA,3
PIURA,MORROPON,SALITRAL,NA,NA,1,1,NA,NA,NA,NA,2
PIURA,MORROPON,SAN JUAN DE BIGOTE,NA,NA,NA,NA,NA,NA,NA,1,1
PIURA,MORROPON,SANTA CATALINA DE MOSSA,NA,NA,NA,NA,1,NA,NA,NA,1
PIURA,MORROPON,SANTO DOMINGO,NA,NA,NA,NA,NA,NA,1,NA,1
PIURA,MORROPON,YAMANGO,NA,NA,NA,NA,NA,NA,1,NA,1
PIURA,PAITA,COLAN,NA,NA,NA,NA,1,NA,NA,1,2
PIURA,PAITA,LA HUACA,NA,NA,NA,NA,NA,NA,2,NA,2
PIURA,PAITA,PAITA,NA,3,1,10,9,5,12,10,50
PIURA,PAITA,VICHAYAL,NA,NA,NA,NA,1,NA,NA,NA,1
PIURA,HUANCABAMBA,CANCHAQUE,NA,NA,1,NA,1,NA,NA,1,3
PIURA,HUANCABAMBA,HUANCABAMBA,NA,NA,NA,NA,1,1,1,NA,3
PIURA,HUANCABAMBA,HUARMACA,NA,NA,NA,NA,NA,NA,NA,1,1
PIURA,AYABACA,AYABACA,NA,NA,NA,NA,NA,NA,NA,1,1
PIURA,AYABACA,MONTERO,NA,NA,NA,NA,NA,NA,NA,1,1
PIURA,AYABACA,PACAIPAMPA,NA,NA,NA,1,NA,NA,NA,NA,1
PIURA,AYABACA,PAIMAS,NA,NA,NA,NA,NA,NA,NA,1,1
PUNO,PUNO,ACORA,NA,NA,NA,1,1,NA,NA,NA,2
PUNO,PUNO,ATUNCOLLA,NA,NA,NA,1,NA,1,NA,NA,2
PUNO,PUNO,CHUCUITO,NA,NA,2,NA,NA,NA,NA,NA,2
PUNO,PUNO,PICHACANI,NA,NA,NA,NA,1,NA,NA,NA,1
PUNO,PUNO,PUNO,NA,NA,7,4,16,7,3,2,39
PUNO,CHUCUITO,DESAGUADERO,NA,1,NA,NA,1,NA,NA,NA,2
PUNO,CHUCUITO,JULI,NA,NA,1,1,1,NA,NA,NA,3
PUNO,CHUCUITO,POMATA,NA,1,3,1,NA,NA,NA,NA,5
PUNO,YUNGUYO,YUNGUYO,NA,NA,NA,NA,1,NA,NA,NA,1
PUNO,SAN ROMAN,JULIACA,NA,NA,NA,23,44,7,5,1,80
PUNO,SAN ROMAN,SAN MIGUEL,NA,NA,NA,1,NA,NA,NA,NA,1
PUNO,HUANCANE,HUANCANE,NA,NA,NA,1,NA,NA,NA,NA,1
PUNO,HUANCANE,INCHUPALLA,NA,1,1,NA,NA,NA,NA,NA,2
PUNO,HUANCANE,VILQUE CHICO,NA,1,NA,NA,NA,NA,NA,NA,1
PUNO,AZANGARO,ARAPA,NA,NA,NA,NA,NA,1,NA,NA,1
PUNO,AZANGARO,AZANGARO,NA,NA,2,3,2,NA,NA,1,8
PUNO,AZANGARO,CAMINACA,NA,NA,NA,NA,NA,NA,NA,1,1
PUNO,AZANGARO,MUÑANI,NA,NA,NA,2,NA,NA,NA,NA,2
PUNO,AZANGARO,SAN ANTON,NA,NA,NA,NA,1,NA,NA,NA,1
PUNO,AZANGARO,SAN JOSE,NA,NA,NA,NA,2,NA,NA,NA,2
PUNO,SANDIA,ALTO INAMBARI,NA,NA,NA,1,1,NA,1,1,4
PUNO,SANDIA,CUYOCUYO,NA,NA,NA,NA,NA,NA,NA,1,1
PUNO,SANDIA,PHARA,NA,NA,NA,NA,2,NA,NA,NA,2
PUNO,SANDIA,SAN JUAN DEL ORO,NA,NA,NA,NA,NA,NA,NA,1,1
PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,NA,NA,NA,NA,NA,NA,3,NA,3
PUNO,SANDIA,SANDIA,NA,NA,2,3,7,NA,NA,NA,12
PUNO,CARABAYA,AYAPATA,NA,2,NA,2,1,NA,NA,NA,5
PUNO,CARABAYA,COASA,NA,NA,NA,1,NA,NA,NA,NA,1
PUNO,CARABAYA,CORANI,NA,1,NA,NA,NA,NA,NA,NA,1
PUNO,CARABAYA,ITUATA,NA,NA,NA,NA,1,NA,NA,NA,1
PUNO,CARABAYA,MACUSANI,NA,NA,NA,1,NA,NA,NA,NA,1
PUNO,LAMPA,CABANILLA,NA,NA,NA,1,NA,NA,NA,NA,1
PUNO,LAMPA,PALCA,NA,NA,NA,NA,NA,NA,1,NA,1
PUNO,LAMPA,PUCARA,NA,NA,NA,1,1,NA,NA,NA,2
PUNO,LAMPA,SANTA LUCIA,NA,1,NA,NA,NA,NA,NA,NA,1
PUNO,MOHO,CONIMA,NA,1,NA,1,1,NA,NA,NA,3
PUNO,MOHO,TILALI,NA,NA,1,NA,NA,NA,NA,NA,1
PUNO,EL COLLAO,ILAVE,NA,4,3,NA,4,NA,NA,NA,11
PUNO,SAN ANTONIO DE PUTINA,ANANEA,NA,NA,NA,1,NA,NA,NA,NA,1
PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,NA,NA,1,NA,NA,NA,NA,NA,1
PUNO,SAN ANTONIO DE PUTINA,PUTINA,NA,NA,3,1,NA,NA,1,1,6
PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,NA,NA,NA,1,NA,NA,1,NA,2
PUNO,MELGAR,AYAVIRI,NA,NA,NA,NA,NA,NA,1,NA,1
PUNO,MELGAR,UMACHIRI,NA,NA,NA,1,NA,NA,NA,NA,1
SAN MARTIN,TOCACHE,NUEVO PROGRESO,NA,NA,NA,NA,NA,NA,1,NA,1
SAN MARTIN,TOCACHE,POLVORA,NA,NA,NA,NA,NA,NA,2,NA,2
SAN MARTIN,TOCACHE,TOCACHE,NA,NA,NA,1,1,NA,8,2,12
SAN MARTIN,PICOTA,BUENOS AIRES,NA,1,1,NA,NA,NA,NA,NA,2
SAN MARTIN,PICOTA,PICOTA,NA,2,NA,2,NA,2,NA,8,14
SAN MARTIN,PICOTA,PUCACACA,NA,2,1,NA,NA,NA,NA,NA,3
SAN MARTIN,PICOTA,SAN CRISTOBAL,NA,1,NA,NA,NA,NA,NA,NA,1
SAN MARTIN,PICOTA,SAN HILARION,NA,2,NA,NA,NA,NA,NA,NA,2
SAN MARTIN,PICOTA,TINGO DE PONASA,NA,NA,NA,NA,NA,NA,NA,1,1
SAN MARTIN,LAMAS,ALONSO DE ALVARADO,NA,1,1,2,1,NA,NA,NA,5
SAN MARTIN,LAMAS,BARRANQUITA,NA,1,NA,2,3,2,2,2,12
SAN MARTIN,LAMAS,CAYNARACHI,NA,6,3,5,3,NA,1,1,19
SAN MARTIN,LAMAS,CUÑUMBUQUI,NA,1,NA,2,NA,NA,NA,NA,3
SAN MARTIN,LAMAS,LAMAS,NA,3,3,3,7,NA,1,1,18
SAN MARTIN,LAMAS,PINTO RECODO,NA,1,NA,NA,NA,1,1,2,5
SAN MARTIN,LAMAS,RUMISAPA,NA,NA,NA,2,2,1,1,NA,6
SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,NA,NA,1,1,2,NA,NA,NA,4
SAN MARTIN,LAMAS,SHANAO,NA,NA,1,NA,NA,NA,NA,NA,1
SAN MARTIN,LAMAS,TABALOSOS,1,3,5,4,6,NA,1,2,22
SAN MARTIN,LAMAS,ZAPATERO,NA,1,1,NA,3,NA,NA,2,7
SAN MARTIN,MOYOBAMBA,CALZADA,NA,NA,NA,1,2,1,NA,NA,4
SAN MARTIN,MOYOBAMBA,HABANA,NA,NA,NA,1,NA,NA,NA,NA,1
SAN MARTIN,MOYOBAMBA,JEPELACIO,NA,NA,1,NA,1,1,3,NA,6
SAN MARTIN,MOYOBAMBA,MOYOBAMBA,NA,NA,7,7,7,3,10,4,38
SAN MARTIN,MOYOBAMBA,SORITOR,NA,NA,2,3,3,4,NA,1,13
SAN MARTIN,MOYOBAMBA,YANTALO,NA,NA,1,NA,NA,2,NA,NA,3
SAN MARTIN,MARISCAL CACERES,HUICUNGO,NA,NA,NA,NA,NA,NA,NA,1,1
SAN MARTIN,MARISCAL CACERES,JUANJUI,NA,NA,NA,7,4,6,5,3,25
SAN MARTIN,MARISCAL CACERES,PAJARILLO,NA,1,1,NA,NA,NA,NA,NA,2
SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,NA,1,NA,NA,NA,NA,NA,NA,1
SAN MARTIN,SAN MARTIN,CACATACHI,NA,1,NA,NA,NA,NA,NA,NA,1
SAN MARTIN,SAN MARTIN,CHAZUTA,NA,NA,NA,3,3,NA,NA,1,7
SAN MARTIN,SAN MARTIN,CHIPURANA,NA,1,1,NA,NA,NA,NA,NA,2
SAN MARTIN,SAN MARTIN,HUIMBAYOC,NA,3,1,NA,NA,NA,NA,NA,4
SAN MARTIN,SAN MARTIN,JUAN GUERRA,NA,NA,NA,3,NA,NA,NA,1,4
SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,NA,11,1,10,11,NA,13,10,56
SAN MARTIN,SAN MARTIN,MORALES,NA,5,1,4,2,NA,1,NA,13
SAN MARTIN,SAN MARTIN,SAN ANTONIO,NA,NA,NA,NA,NA,NA,1,NA,1
SAN MARTIN,SAN MARTIN,SAUCE,NA,2,1,NA,NA,NA,NA,NA,3
SAN MARTIN,SAN MARTIN,SHAPAJA,NA,1,NA,NA,NA,NA,1,NA,2
SAN MARTIN,SAN MARTIN,TARAPOTO,NA,2,NA,6,11,1,1,NA,21
SAN MARTIN,BELLAVISTA,BELLAVISTA,NA,NA,NA,8,6,2,NA,4,20
SAN MARTIN,BELLAVISTA,SAN PABLO,NA,NA,NA,3,4,NA,NA,NA,7
SAN MARTIN,BELLAVISTA,SAN RAFAEL,NA,NA,NA,1,NA,NA,NA,NA,1
SAN MARTIN,HUALLAGA,ALTO SAPOSOA,NA,NA,NA,1,NA,NA,NA,2,3
SAN MARTIN,HUALLAGA,PISCOYACU,NA,2,NA,1,NA,1,NA,1,5
SAN MARTIN,HUALLAGA,SACANCHE,NA,NA,1,1,NA,NA,1,NA,3
SAN MARTIN,HUALLAGA,SAPOSOA,5,3,1,6,3,1,1,6,26
SAN MARTIN,EL DORADO,AGUA BLANCA,NA,NA,NA,1,NA,1,NA,NA,2
SAN MARTIN,EL DORADO,SAN JOSE DE SISA,NA,4,8,6,1,NA,2,3,24
SAN MARTIN,EL DORADO,SAN MARTIN,1,1,1,1,NA,NA,1,NA,5
SAN MARTIN,EL DORADO,SANTA ROSA,1,NA,2,NA,NA,NA,NA,NA,3
SAN MARTIN,EL DORADO,SHATOJA,NA,NA,1,NA,NA,NA,NA,NA,1
SAN MARTIN,RIOJA,AWAJUN,NA,NA,NA,NA,NA,NA,2,NA,2
SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,NA,NA,NA,1,NA,NA,NA,2,3
SAN MARTIN,RIOJA,NUEVA CAJAMARCA,NA,NA,1,2,1,NA,NA,NA,4
SAN MARTIN,RIOJA,PARDO MIGUEL,NA,NA,NA,1,NA,NA,NA,2,3
SAN MARTIN,RIOJA,RIOJA,NA,NA,NA,NA,1,NA,NA,2,3
TACNA,TACNA,ALTO DE LA ALIANZA,NA,NA,NA,3,1,1,1,1,7
TACNA,TACNA,CIUDAD NUEVA,NA,NA,NA,7,1,1,NA,1,10
TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,1,NA,NA,15,1,2,4,1,24
TACNA,TACNA,LA YARADA LOS PALOS,NA,NA,NA,1,NA,NA,NA,NA,1
TACNA,TACNA,POCOLLAY,NA,NA,NA,4,NA,NA,NA,1,5
TACNA,TACNA,TACNA,NA,NA,NA,5,4,1,1,2,13
TACNA,TARATA,TARUCACHI,NA,NA,NA,NA,1,NA,NA,NA,1
TACNA,CANDARAVE,CAIRANI,NA,NA,NA,NA,NA,1,NA,NA,1
TUMBES,TUMBES,CORRALES,NA,NA,NA,NA,2,1,1,1,5
TUMBES,TUMBES,LA CRUZ,NA,NA,1,NA,NA,NA,1,NA,2
TUMBES,TUMBES,PAMPAS DE HOSPITAL,NA,NA,NA,NA,NA,NA,NA,1,1
TUMBES,TUMBES,SAN JACINTO,NA,NA,NA,NA,NA,NA,1,NA,1
TUMBES,TUMBES,TUMBES,NA,NA,4,12,6,8,4,16,50
TUMBES,ZARUMILLA,AGUAS VERDES,NA,NA,NA,1,NA,NA,NA,2,3
TUMBES,ZARUMILLA,PAPAYAL,NA,NA,NA,1,1,NA,NA,NA,2
TUMBES,ZARUMILLA,ZARUMILLA,NA,NA,NA,3,2,1,1,1,8
TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,NA,NA,1,1,NA,1,NA,NA,3
UCAYALI,CORONEL PORTILLO,CALLERIA,1,4,NA,15,37,7,10,18,92
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,NA,NA,NA,NA,6,3,3,2,14
UCAYALI,CORONEL PORTILLO,IPARIA,NA,NA,1,1,3,NA,NA,NA,5
UCAYALI,CORONEL PORTILLO,MANANTAY,2,17,NA,13,14,8,12,27,93
UCAYALI,CORONEL PORTILLO,MASISEA,NA,NA,NA,NA,1,NA,NA,2,3
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NA,NA,NA,1,2,1,NA,NA,4
UCAYALI,CORONEL PORTILLO,YARINACOCHA,NA,NA,NA,3,7,2,9,6,27
UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,NA,NA,NA,1,NA,NA,NA,NA,1
UCAYALI,PADRE ABAD,CURIMANA,NA,NA,NA,NA,NA,1,2,NA,3
UCAYALI,PADRE ABAD,HUIPOCA,NA,NA,NA,NA,NA,NA,NA,1,1
UCAYALI,PADRE ABAD,IRAZOLA,NA,NA,NA,NA,NA,1,5,7,13
UCAYALI,PADRE ABAD,NESHUYA,NA,NA,NA,NA,3,NA,NA,7,10
UCAYALI,PADRE ABAD,PADRE ABAD,NA,NA,NA,2,1,4,10,5,22
UCAYALI,ATALAYA,RAIMONDI,NA,NA,NA,32,36,48,80,48,244
UCAYALI,ATALAYA,RAYMONDI,3,16,25,NA,NA,NA,NA,NA,44
UCAYALI,ATALAYA,SEPAHUA,1,7,3,7,NA,1,1,1,21
UCAYALI,ATALAYA,TAHUANIA,NA,2,13,1,9,1,2,NA,28
